QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20203,04295084,3,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296404,19,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04296824,6,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04298204,6,0,1,235,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04312143,3,0,1,130,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04313113,9,0,1,300,D,759,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04316883,2,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317684,7,0,1,,A,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04317963,2,0,1,310,D,,H,,A,300,D,160,D,,A,,A,,A,,A,,A,,A,,A
20203,04317963,2,1,1,300,D,500,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04318103,2,0,1,175,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04319453,9,0,1,300,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04320473,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04321093,6,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04321343,5,0,1,175,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04322133,6,0,1,280,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04325263,4,0,1,130,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04325303,17,0,1,235,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04326423,6,0,1,175,D,1650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04326953,9,0,1,200,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04327353,8,0,1,175,D,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04327453,9,0,1,300,D,2000,D,6500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04327543,11,0,1,160,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04328973,9,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04329473,16,0,1,300,D,462,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04330213,6,0,1,130,D,19,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04331053,6,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04341593,9,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04342983,3,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04343913,3,0,1,,A,,A,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04344873,9,0,1,130,D,5221,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04345093,8,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04346763,6,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04346883,3,0,1,120,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04347033,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04347353,4,0,1,160,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04347463,10,0,1,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04347763,5,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04347893,2,0,1,,A,,A,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04348893,6,0,1,160,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04350503,3,0,1,235,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04350723,4,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04350973,5,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04351193,10,0,1,280,D,440,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04378443,6,0,1,235,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04378612,9,0,1,,A,,A,24,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04378872,5,0,1,300,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04380552,20,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04380602,6,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04381212,5,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04382422,17,0,1,120,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04383552,15,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04384612,8,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04384842,23,0,1,175,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04386764,5,0,1,280,D,17000,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04386892,5,0,1,130,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04388492,4,0,1,190,D,126,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04390382,9,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04391382,6,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04393692,2,0,1,130,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04394902,2,0,1,300,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04395852,10,0,1,300,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04399722,4,0,1,260,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04399863,2,0,1,,A,,A,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04401162,1,0,1,290,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04401282,11,0,1,300,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04401802,6,0,1,300,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04402332,4,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04405152,7,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04405472,2,0,1,100,D,1300,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04407202,5,0,1,280,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04407332,7,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04407432,4,0,1,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04407854,2,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04408162,15,0,1,,A,,A,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04408204,7,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04408512,9,0,1,175,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04408583,8,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04409592,2,0,1,235,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04409922,5,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04410543,3,0,1,130,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04410952,6,0,1,140,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04411412,7,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04414122,6,0,1,300,D,70,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04414392,8,0,1,300,D,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417652,12,0,1,235,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418092,15,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418683,7,0,1,175,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419072,2,0,1,200,D,165,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419182,3,0,1,280,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419342,2,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419652,3,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419662,4,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421191,4,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422311,6,0,1,190,D,11,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422591,1,0,1,,A,,A,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423101,3,0,1,120,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423881,8,0,1,,A,,A,430,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04425751,5,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04425861,12,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04426041,5,0,1,160,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04426101,8,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04429341,5,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04429621,2,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04431071,10,0,1,175,D,10,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04461811,14,0,1,175,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04463171,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04464771,7,0,1,175,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04464991,8,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04465111,9,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04465361,10,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04466321,6,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04467431,7,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468201,6,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04468921,5,0,1,160,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469011,11,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04469371,2,0,1,235,D,536,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04472671,17,0,1,300,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04504551,13,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04504661,5,0,1,310,D,,H,,A,175,D,235,D,300,D,,A,,A,,A,,A,,A,,A
20203,04504661,5,1,1,175,D,33,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04504661,5,2,1,300,D,307,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04505401,9,0,1,235,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04505571,7,0,1,175,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04509881,11,0,1,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04510261,8,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04510391,14,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04512521,18,0,1,310,D,,H,,A,300,D,210,D,,A,,A,,A,,A,,A,,A,,A
20203,04512521,18,1,1,300,D,500,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513021,10,0,1,220,D,2000,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04513581,11,0,1,270,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04514061,5,0,1,190,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04310304,1,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04310664,3,0,1,140,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04311774,5,0,1,150,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04312014,15,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313104,4,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313854,4,0,1,200,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04313864,5,0,1,130,D,725,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314294,5,0,1,200,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314434,9,0,1,130,D,1164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04314744,11,0,1,175,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04315234,3,0,1,235,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316104,3,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316214,5,0,1,200,D,135,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316284,6,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316444,6,0,1,300,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316524,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04316984,6,0,1,300,D,516,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04317624,3,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318054,13,0,1,235,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04318454,5,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04319504,8,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320174,1,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04320644,10,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323474,1,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04323914,7,0,1,,A,,A,33,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325134,6,0,1,235,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325264,4,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04325714,2,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326134,2,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04326714,2,0,1,300,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327554,9,0,1,300,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04327644,13,0,1,140,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329474,18,0,1,,A,,A,34,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04329754,3,0,1,130,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04330024,13,0,1,130,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04331274,3,0,1,175,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04341894,6,0,1,130,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04342984,4,0,1,,A,,A,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04343294,5,0,1,130,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04344094,1,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346484,2,0,1,300,D,2300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04346504,4,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347034,1,0,1,,A,,A,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04347464,9,0,1,200,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04350184,1,0,1,200,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04378633,5,0,1,175,D,11268,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379303,3,0,1,,A,,A,790,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379463,9,0,1,160,D,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380473,19,0,1,200,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381013,2,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,4,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382453,4,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382713,1,0,1,235,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384153,2,0,1,120,D,686,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04386243,6,0,1,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04386583,5,0,1,280,D,1452,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04387004,13,0,1,300,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04387923,5,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04388763,5,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04388993,9,0,1,200,D,83,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04389273,4,0,1,,A,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04389683,4,0,1,200,D,100,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04389733,3,0,1,175,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04390243,14,0,1,140,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04390663,7,0,1,120,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04390763,6,0,1,310,D,,H,,A,300,D,200,D,,A,,A,,A,,A,,A,,A,,A
20204,04390763,6,1,1,300,D,376,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04390763,6,2,1,200,D,224,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04393693,5,0,1,130,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04393953,5,0,1,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04395203,9,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04395283,8,0,1,175,D,768,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04396273,5,0,1,300,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04398913,3,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04399203,7,0,1,,A,,A,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04399723,4,0,1,,A,,A,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04399953,16,0,1,,A,,A,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04400453,2,0,1,210,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04401853,1,0,1,175,D,107,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04402093,2,0,1,190,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04403463,6,0,1,235,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04406013,22,0,1,175,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04407333,5,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04408043,6,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04411373,5,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04411413,9,0,1,200,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04412533,5,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04415413,4,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04416313,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04417653,6,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04417723,9,0,1,300,D,1010,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04418684,6,0,1,,A,,A,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04419073,2,0,1,200,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04419673,4,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04420512,3,0,1,175,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04422792,3,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04422802,8,0,1,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04423282,9,0,1,280,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04423492,6,0,1,300,D,2950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04424472,2,0,1,280,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04425652,2,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04425772,10,0,1,175,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04425862,18,0,1,120,D,1412,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04426342,8,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04427592,13,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04428292,1,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
