QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20202,04404081,8,0,1,01,D,100,D,.0529,D,155000,D,15,D,1397,D,3,D,,A,,A,,A,148,D,623,D,626,D,629,D,626,D,623,D,620,D,,A,04,D,2018,D,1,D,,A,141961,D,141338,D,140712,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04406504,39,0,1,01,D,100,D,.0492,D,24829,D,7,D,350,D,,A,,A,,A,,A,0,D,329,D,331,D,332,D,21,D,19,D,18,D,,A,06,D,2014,D,1,D,,A,5082,D,4752,D,4422,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04407853,16,0,1,01,D,100,D,.0472,D,65868,D,12,D,600,D,,A,,A,,A,,A,0,D,349,D,350,D,352,D,251,D,250,D,248,D,,A,09,D,2019,D,1,D,,A,63802,D,63453,D,63103,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04408071,11,0,1,01,D,100,D,.0400,D,50000,D,10,D,527,D,,B,,B,,B,,B,21,D,342,D,343,D,344,D,164,D,163,D,162,D,,A,01,D,2020,D,1,D,,A,49320,D,48979,D,48636,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04410661,13,0,1,01,D,100,D,.0472,F,30000,F,15,F,300,F,,B,,B,,B,,B,67,F,119,F,119,F,120,F,114,F,114,F,113,F,,A,06,F,2019,F,1,F,,A,29067,F,28949,F,28829,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04411691,26,0,1,01,D,100,D,.0500,F,94,F,10,F,1,F,,C,,C,,C,,C,0,F,1,F,1,F,1,F,0,F,0,F,0,F,,A,11,F,2019,F,1,F,,A,93,F,92,F,92,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A
20202,04414954,6,0,1,01,D,100,D,.0509,D,30000,D,20,D,199,D,,A,,A,,A,,A,0,D,75,D,75,D,75,D,124,D,124,D,124,D,,A,06,D,2019,D,1,D,,A,29343,D,29269,D,29194,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415801,12,0,1,01,D,100,D,.0600,D,69000,F,15,D,585,D,3,D,4,D,,A,,A,3,F,582,F,,A,,A,3,F,,A,,A,,A,05,F,2005,D,1,D,,A,582,F,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415941,20,0,1,01,D,100,D,.0473,F,14703,F,12,F,134,F,,A,,A,,A,,A,0,F,105,F,105,F,106,F,29,F,29,F,28,F,,A,05,F,2013,F,1,F,,A,7358,F,7253,F,7148,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04415961,14,0,1,01,D,100,D,.0475,D,19000,D,10,D,199,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,02,D,2017,D,2,D,,A,14069,D,13926,D,13782,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20202,04418201,28,0,1,01,D,100,D,.0473,D,64367,D,15,D,500,D,,A,,A,,A,,A,0,D,339,D,340,D,341,D,145,D,144,D,143,D,,A,06,D,2013,D,1,D,,A,40919,D,40581,D,40241,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20202,04419441,42,0,1,01,D,100,D,.0400,D,60000,D,15,D,500,D,,B,,B,,B,,B,56,D,245,D,246,D,246,D,179,D,178,D,178,D,,A,02,D,2020,D,1,D,,A,59756,D,59511,D,59266,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04267794,23,0,5,02,D,200,D,.0525,D,135000,D,10,D,1448,D,,A,,A,,A,,A,0,D,2096,T,866,D,870,D,388,D,384,D,380,D,,A,05,D,2017,D,2,D,,A,102632,D,101633,D,100629,D,01,D,1,D,,A,,A,1122,T,1122,T,1122,T,1,D,2,D
20203,04269294,16,0,5,01,D,100,D,.0475,F,19000,F,10,F,199,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,0,F,0,F,0,F,,A,02,F,2017,F,2,F,,A,13637,F,13492,F,13346,F,01,D,,A,,A,,A,0,F,0,F,0,F,1,D,2,D
20203,04269354,24,0,5,01,D,100,D,.0600,D,9278,D,10,D,103,D,,A,,A,,A,,A,0,D,57,D,57,D,58,D,46,D,46,D,45,D,,A,02,D,2020,D,1,D,,A,9164,D,9107,D,9050,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04269904,15,0,1,01,D,100,D,.0472,F,30000,F,15,F,300,F,,B,,B,,B,,B,67,F,118,F,118,F,119,F,115,F,115,F,114,F,,A,11,F,2019,F,1,F,,A,29303,F,29185,F,29067,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D
20203,04272054,37,0,5,01,D,100,D,.0529,D,18000,D,19,D,175,D,,B,,B,,B,,B,50,D,,A,50,D,51,D,,A,38,D,37,D,,A,07,D,2018,D,1,D,052020,D,,A,16948,D,16898,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04272054,55,0,5,01,D,100,D,.0600,D,18000,D,19,D,177,D,,B,,B,,B,,B,45,D,47,D,,A,,A,43,D,,A,,A,052020,D,07,D,2018,D,1,D,,A,17072,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04272794,24,0,5,01,D,100,D,.0650,D,80000,D,15,D,697,D,,A,,A,,A,,A,0,D,287,D,289,D,290,D,410,D,408,D,406,D,,A,12,D,2019,D,1,D,,A,75320,D,75031,D,74741,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04273144,21,0,5,01,D,100,D,.0550,D,100000,D,15,D,817,D,,A,,A,,A,,A,0,D,201,D,202,D,203,D,49,D,48,D,47,D,,A,04,D,2009,D,2,D,,A,35134,D,34478,D,33818,D,01,D,1,D,,A,,A,250,D,250,D,250,D,1,D,2,D
20203,04274904,33,0,5,01,D,100,D,.0700,D,11131,D,7,D,168,D,,A,,A,,A,,A,0,D,108,D,109,D,109,D,60,D,59,D,59,D,,A,08,D,2019,D,1,D,,A,10289,D,10181,D,10073,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04275324,15,0,5,01,D,100,D,.0472,D,48000,D,10,D,503,D,3,D,4,D,,A,,A,0,D,31,D,32,D,32,D,18,D,17,D,17,D,,A,09,D,2019,D,2,D,,A,45778,D,45455,D,45131,D,01,D,,A,,A,3,D,50,D,50,D,50,D,1,D,2,D
20203,04276414,21,0,1,01,D,100,D,.0950,D,40000,D,19,D,380,D,,A,,A,,A,,A,0,D,337,D,340,D,342,D,43,D,40,D,38,D,,A,08,D,2002,D,1,D,,A,5429,D,5092,D,4753,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04277894,23,0,5,01,D,100,D,.0600,D,40000,D,15,D,338,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,05,D,2019,D,2,D,,A,38303,D,38157,D,38011,D,01,D,1,D,,A,,A,,C,,C,,C,1,D,2,D
20203,04278364,27,0,5,01,D,100,D,.0425,F,10000,F,10,F,300,F,,B,,B,,B,,B,198,F,87,F,88,F,88,F,15,F,14,F,14,F,,A,01,F,2014,F,1,F,,A,4118,F,4030,F,3943,F,01,D,1,D,,A,,A,,A,,A,,A,1,D,2,D
20203,04281224,12,0,5,01,D,100,D,.0440,D,30000,D,15,D,250,D,3,D,4,D,,A,,A,22,D,165,D,166,D,166,D,63,D,62,D,62,D,,A,09,D,2012,D,1,D,,A,17116,D,16951,D,16785,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04284304,20,0,5,01,D,100,D,.0709,D,101674,D,15,D,919,D,,A,,A,,A,,A,0,D,770,D,775,D,779,D,149,D,144,D,140,D,,A,11,D,2007,D,1,D,,A,25196,D,24426,D,23652,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04288574,19,0,5,01,D,100,D,.0472,D,30000,D,15,D,300,D,,B,,B,,B,,B,67,D,118,D,118,D,119,D,115,D,115,D,114,D,,A,11,D,2019,D,1,D,,A,29303,D,29185,D,29067,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04289494,21,0,5,01,D,100,D,.0425,D,10000,D,10,D,300,D,,B,,B,,B,,B,198,D,87,D,88,D,88,D,15,D,14,D,14,D,,A,01,D,2014,D,1,D,,A,4118,D,4030,D,3943,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04292464,15,0,5,01,D,100,D,.0472,F,28653,F,10,F,300,F,,A,,A,,A,,A,0,F,187,F,188,F,189,F,113,F,112,F,111,F,,A,05,F,2020,F,1,F,,A,28653,F,28466,F,28278,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04292994,25,0,5,01,D,100,D,.0460,F,30000,F,10,F,332,F,,B,,B,,B,,B,20,F,224,F,225,F,226,F,88,F,87,F,86,F,,A,06,F,2017,F,1,F,,A,22861,F,22636,F,22411,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04293264,30,0,5,02,D,200,D,.0500,D,10000,D,2,D,439,D,,A,,A,,A,,A,0,D,406,D,407,D,409,D,33,D,32,D,30,D,,A,01,D,2020,D,1,D,,A,7997,D,7591,D,7184,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04296994,48,0,5,01,D,100,D,.0575,D,90730,D,20,D,637,D,,A,,A,,A,,A,0,D,301,D,302,D,304,D,336,D,335,D,333,D,,A,07,D,2013,D,1,D,,A,70174,D,69874,D,69571,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04298424,24,0,5,01,D,100,D,.0775,D,19165,D,10,D,230,D,,A,,A,,A,,A,0,D,124,D,125,D,126,D,106,D,105,D,104,D,,A,06,D,2018,D,1,D,,A,16417,D,16293,D,16168,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04299164,20,0,5,01,D,100,D,.0995,D,31000,D,10,D,409,D,,A,,A,,A,,A,0,D,175,D,176,D,178,D,234,D,233,D,231,D,,A,01,D,2019,D,1,D,,A,28238,D,28063,D,27887,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04310593,14,0,5,01,D,100,D,.0500,D,160000,D,5,D,3040,T,,C,,C,,C,,C,0,D,2096,T,2108,T,2117,T,617,D,607,D,597,D,,A,11,D,2019,D,1,D,,A,148140,D,145738,D,143326,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20203,04312013,26,0,5,01,D,100,D,.0500,D,98986,D,16,D,750,D,,A,,A,,A,,A,0,D,556,D,558,D,561,D,194,D,192,D,189,D,,A,04,D,2010,D,1,D,,A,46569,D,46013,D,45455,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04313273,28,0,5,01,D,100,D,.0460,D,30000,D,10,D,332,D,,B,,B,,B,,B,20,D,224,D,225,D,226,D,88,D,87,D,86,D,,A,06,D,2017,D,1,D,,A,22861,D,22636,D,22411,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04313863,29,0,5,01,D,100,D,.0590,D,59500,D,10,D,658,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,225,D,225,D,225,D,,A,12,D,2018,D,2,D,,A,59500,D,59500,D,59500,D,01,D,1,D,,A,,A,225,D,225,D,225,D,,A,2,D
20203,04320173,22,0,5,01,D,100,D,.0400,D,32000,D,13,D,320,D,3,D,,A,,A,,A,57,D,222,D,223,D,224,D,41,D,40,D,39,D,,A,06,D,2011,D,1,D,,A,12163,D,11940,D,11717,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04320373,16,0,5,01,D,100,D,.0472,D,130000,D,20,D,838,D,,A,,A,,A,,A,0,D,317,D,318,D,319,D,483,D,482,D,481,D,,A,12,D,2019,D,2,D,,A,128686,D,128354,D,128021,D,01,D,,A,2,D,,A,800,D,800,D,800,D,1,D,2,D
20203,04320593,21,0,5,01,D,100,D,.0529,F,120000,F,5,F,2281,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,500,F,500,F,500,F,,A,11,F,2018,F,2,F,,A,120000,F,120000,F,120000,F,01,D,1,D,,A,,A,500,F,500,F,500,F,,A,2,D
20203,04321023,17,0,5,01,D,100,D,.0472,F,130000,F,20,F,838,F,,A,,A,,A,,A,0,F,317,F,318,F,319,F,483,F,482,F,481,F,,A,12,F,2019,F,2,F,,A,128686,F,128354,F,128021,F,01,D,,A,,A,,A,800,F,800,F,800,F,1,D,2,D
20203,04321083,36,0,5,01,D,100,D,.0590,D,45000,D,5,D,1000,D,,B,,B,,B,,B,132,D,810,D,814,D,818,D,58,D,54,D,50,D,,A,07,D,2016,D,1,D,,A,11708,D,10898,D,10083,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04321673,34,0,5,02,D,200,D,.0450,D,55000,D,10,D,570,D,,A,,A,,A,,A,0,D,164,D,165,D,165,D,18,D,17,D,17,D,,A,09,D,2012,D,2,D,,A,15124,D,14611,D,14096,D,01,D,1,D,,A,,A,184,D,182,D,182,D,1,D,2,D
20203,04322503,33,0,5,01,D,100,D,.0540,D,60000,D,10,D,648,D,,A,,A,,A,,A,0,D,504,D,506,D,508,D,144,D,142,D,140,D,,A,01,D,2015,D,1,D,,A,32037,D,31533,D,31027,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04322873,47,0,5,01,D,100,D,.0529,F,120000,F,5,F,2281,F,,A,,A,,A,,A,0,F,0,F,0,F,0,F,500,F,500,F,500,F,,A,11,F,2018,F,2,F,,A,120000,F,120000,F,120000,F,01,D,,C,,C,,C,500,F,500,F,500,F,,A,2,D
20203,04324363,22,0,5,01,D,100,D,.0400,F,117600,F,15,F,887,F,,B,,B,,B,,B,17,F,532,F,533,F,535,F,338,F,337,F,335,F,,A,10,F,2017,F,1,F,,A,101487,F,100955,F,100422,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04325463,21,0,5,01,D,100,D,.0400,D,50000,D,10,D,506,D,,A,,A,,A,,A,0,D,359,D,360,D,361,D,147,D,146,D,145,D,,A,12,D,2018,D,1,D,,A,44075,D,43716,D,43356,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04328283,9,0,5,01,D,100,D,.0500,F,160000,F,5,F,3040,V,,C,,C,,C,,C,0,F,2096,V,2108,V,2117,V,617,F,607,F,597,F,,A,11,F,2019,F,1,F,,A,148140,F,145738,F,143326,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A
20203,04343463,25,0,5,01,D,100,D,.0440,D,50000,D,15,D,679,D,,B,,B,,B,,B,299,D,215,D,216,D,216,D,165,D,164,D,164,D,,A,06,D,2018,D,1,D,,A,45076,D,44861,D,44645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04344443,11,0,5,01,D,100,D,.0475,D,119000,D,20,D,950,D,3,D,4,D,,A,,A,181,D,342,D,343,D,345,D,427,D,426,D,424,D,,A,07,D,2017,D,1,D,,A,107838,D,107496,D,107153,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04345323,13,0,1,01,D,100,D,.0425,D,53691,D,10,D,550,D,,A,,A,,A,,A,0,D,388,D,389,D,390,D,162,D,161,D,160,D,,A,09,D,2018,D,1,D,,A,45861,D,45473,D,45084,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04345783,14,0,5,01,D,100,D,.0529,D,120000,D,5,D,2281,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,500,D,500,D,500,D,,A,11,D,2018,D,2,D,,A,120000,D,120000,D,120000,D,01,D,1,D,,A,,A,500,D,500,D,500,D,,A,2,D
20203,04347613,30,0,5,01,D,100,D,.0473,D,14703,D,12,D,134,D,,A,,A,,A,,A,0,D,106,D,107,D,107,D,28,D,27,D,27,D,,A,05,D,2013,D,1,D,,A,7042,D,6936,D,6829,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04350993,32,0,5,01,D,100,D,.0550,D,60000,D,15,D,500,D,,B,,B,,B,,B,10,D,226,D,227,D,228,D,264,D,263,D,262,D,,A,07,D,2019,D,1,D,,A,57580,D,57354,D,57127,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04386892,20,0,1,01,D,100,D,.0550,F,60000,F,15,F,500,F,,B,,B,,B,,B,10,F,226,F,227,F,228,F,264,F,263,F,262,F,,A,07,F,2019,F,1,F,,A,57580,F,57354,F,57127,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04387472,19,0,1,01,D,100,D,.0475,F,50000,F,15,F,389,F,,A,,A,,A,,A,0,F,265,F,266,F,267,F,124,F,123,F,122,F,,A,07,F,2013,F,1,F,,A,31268,F,31003,F,30736,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04388492,17,0,5,01,D,100,D,.0580,D,63625,D,10,D,700,D,,A,,A,,A,,A,0,D,664,D,667,D,670,D,36,D,33,D,30,D,,A,03,D,2011,D,1,D,,A,7480,D,6817,D,6150,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04389012,35,0,5,01,D,100,D,.0460,D,85831,D,15,D,661,D,,A,,A,,A,,A,0,D,422,D,424,D,426,D,239,D,237,D,235,D,,A,01,D,2015,D,1,D,,A,62225,D,61803,D,61379,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04390382,42,0,5,02,D,300,D,.0700,D,,T,20,D,1120,D,3,D,4,D,,A,,A,190,D,,T,,T,,T,202,D,198,D,194,D,,A,10,D,2003,D,1,D,,A,34701,D,33973,D,33241,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04393202,23,0,5,01,D,100,D,.0500,D,40000,D,15,D,332,D,,B,,B,,B,,B,16,D,163,D,164,D,164,D,153,D,152,D,152,D,,A,08,D,2018,D,1,D,,A,36730,D,36567,D,36403,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04393992,43,0,5,01,D,100,D,.0450,D,49555,D,17,D,348,D,,A,,A,,A,,A,0,D,250,D,251,D,252,D,98,D,97,D,96,D,,A,09,D,2010,D,1,D,,A,26042,D,25792,D,25541,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04394542,26,0,5,01,D,100,D,.0460,D,11813,D,10,D,123,D,,A,,A,,A,,A,0,D,97,D,98,D,98,D,26,D,25,D,25,D,,A,06,D,2015,D,1,D,,A,6679,D,6581,D,6484,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04395492,13,0,1,01,D,100,D,.0472,D,28653,D,10,D,300,D,,A,,A,,A,,A,0,D,187,D,188,D,189,D,113,D,112,D,111,D,,A,05,D,2020,D,1,D,,A,28653,D,28466,D,28278,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04399823,31,0,5,01,D,100,D,.0472,D,59648,D,5,D,1118,D,,A,,A,,A,,A,0,D,,A,2108,T,2117,T,,A,235,D,231,D,,A,06,D,2020,D,1,D,062020,D,,A,59648,D,58765,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04399823,48,0,5,01,D,100,D,.0472,D,231555,T,15,D,1600,D,,A,,A,,A,,A,0,D,821,D,,A,,A,779,D,,A,,A,062020,D,07,D,2019,D,1,D,,A,234223,T,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04404082,18,0,5,01,D,100,D,.0529,D,155000,D,15,D,1397,D,3,D,,A,,A,,A,148,D,631,D,634,D,637,D,618,D,615,D,612,D,,A,04,D,2018,D,1,D,,A,140083,D,139452,D,138818,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04404222,30,0,1,01,D,100,D,.0550,F,100000,F,15,F,817,F,,A,,A,,A,,A,0,F,201,F,202,F,203,F,49,F,48,F,47,F,,A,04,F,2009,F,2,F,,A,35134,F,34478,F,33818,F,01,D,,A,,A,,A,250,F,250,F,250,F,1,D,2,D
20203,04407854,19,0,5,01,D,100,D,.0472,D,65868,D,12,D,600,D,,A,,A,,A,,A,0,D,353,D,355,D,356,D,247,D,245,D,244,D,,A,09,D,2019,D,1,D,,A,62751,D,62398,D,62043,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04408072,12,0,5,01,D,100,D,.0400,D,50000,D,10,D,527,D,,B,,B,,B,,B,21,D,345,D,346,D,347,D,161,D,160,D,159,D,,A,01,D,2020,D,1,D,,A,48292,D,47947,D,47601,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04410662,23,0,5,01,D,100,D,.0472,F,30000,F,15,F,300,F,,B,,B,,B,,B,67,F,118,F,118,F,119,F,115,F,115,F,114,F,,A,11,F,2019,F,1,F,,A,29303,F,29185,F,29067,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04411692,19,0,5,01,D,100,D,.0500,F,160000,F,5,F,3040,V,,C,,C,,C,,C,0,F,2096,V,2108,V,2117,V,617,F,607,F,597,F,,A,11,F,2019,F,1,F,,A,148140,F,145738,F,143326,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A
20203,04415942,20,0,5,01,D,100,D,.0473,F,14703,F,12,F,134,F,,A,,A,,A,,A,0,F,106,F,107,F,107,F,28,F,27,F,27,F,,A,05,F,2013,F,1,F,,A,7042,F,6936,F,6829,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04415962,33,0,5,01,D,100,D,.0475,D,19000,D,10,D,199,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,02,D,2017,D,2,D,,A,13637,D,13492,D,13346,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20203,04419442,29,0,5,01,D,100,D,.0400,D,60000,D,15,D,500,D,,B,,B,,B,,B,56,D,247,D,248,D,249,D,197,D,196,D,195,D,,A,02,D,2020,D,1,D,,A,59019,D,58772,D,58524,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04422431,11,0,1,01,D,100,D,.0662,D,75000,D,15,D,658,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,03,D,2005,D,2,D,,A,,A,,A,,A,01,D,1,D,,A,,A,242,D,242,D,242,D,1,D,2,D
20203,04423091,25,0,1,01,D,100,D,.0475,D,30000,D,15,D,397,D,,B,,B,,B,,B,164,D,199,D,200,D,201,D,34,D,33,D,32,D,,A,07,D,2008,D,1,D,,A,8483,D,8284,D,8084,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04429791,19,0,1,01,D,100,D,.0460,D,97388,D,15,D,750,D,,A,,A,,A,,A,0,D,468,D,470,D,472,D,282,D,280,D,278,D,,A,07,D,2015,D,1,D,,A,73442,D,72974,D,72503,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04430921,22,0,1,01,D,100,D,.0400,D,30000,D,15,D,358,D,,B,,B,,B,,B,136,D,153,D,154,D,155,D,69,D,68,D,67,D,,A,07,D,2014,D,1,D,,A,20553,D,20399,D,20245,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04464381,20,0,1,01,D,100,D,.0900,D,12000,D,5,D,250,D,,B,,B,,B,,B,1,D,173,D,174,D,175,D,76,D,75,D,74,D,,A,06,D,2019,D,1,D,,A,10184,D,10011,D,9837,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04467651,23,0,1,01,D,100,D,.0472,D,69627,D,17,D,497,D,,A,,A,,A,,A,0,D,223,D,224,D,225,D,274,D,273,D,272,D,,A,05,D,2020,D,1,D,,A,69627,D,69404,D,69180,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20203,04469011,37,0,1,01,D,100,D,.0500,F,40000,F,15,F,332,F,,B,,B,,B,,B,16,F,163,F,164,F,164,F,153,F,152,F,152,F,,A,08,F,2018,F,1,F,,A,36730,F,36567,F,36403,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
