QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20203,04383362,11,0,1,1,D,,H,,A
20203,04383362,11,1,1,,A,196,E,100,D
20203,04383362,11,2,1,,A,163,E,110,D
20203,04383362,11,3,1,,A,105,E,120,D
20203,04383362,11,4,1,,A,285,E,130,D
20203,04383362,11,5,1,,A,21,E,140,D
20203,04383362,11,6,1,,A,230,E,150,D
20203,04384852,36,0,1,2,D,,H,,A
20203,04384852,36,1,1,,A,234,E,100,D
20203,04384852,36,2,1,,A,81,E,110,D
20203,04384852,36,3,1,,A,106,E,120,D
20203,04384852,36,4,1,,A,896,E,130,D
20203,04384852,36,5,1,,A,11,E,140,D
20203,04384852,36,6,1,,A,51,E,210,D
20203,04384852,36,7,1,,A,121,E,220,D
20203,04386873,91,0,1,2,D,,H,,A
20203,04386873,91,1,1,,A,9,E,210,D
20203,04386873,91,2,1,,A,26,E,220,D
20203,04390442,15,0,1,3,D,,H,,A
20203,04390442,15,1,1,,A,476,E,100,D
20203,04390442,15,2,1,,A,124,E,110,D
20203,04392232,33,0,1,1,D,,H,,A
20203,04392232,33,1,1,,A,862,E,100,D
20203,04392232,33,2,1,,A,301,E,110,D
20203,04392232,33,3,1,,A,394,E,120,D
20203,04392232,33,4,1,,A,43,E,140,D
20203,04392932,10,0,1,1,D,,H,,A
20203,04392932,10,1,1,,A,20,E,210,D
20203,04392932,10,2,1,,A,30,E,220,D
20203,04393572,22,0,1,1,D,,H,,A
20203,04393572,22,1,1,,A,68,E,100,D
20203,04393572,22,2,1,,A,57,E,110,D
20203,04393572,22,3,1,,A,39,E,120,D
20203,04393572,22,4,1,,A,6,E,140,D
20203,04393572,22,5,1,,A,80,E,150,D
20203,04394174,32,0,1,2,D,,H,,A
20203,04394174,32,1,1,,A,486,E,100,D
20203,04394174,32,2,1,,A,134,E,110,D
20203,04394174,32,3,1,,A,234,E,120,D
20203,04394174,32,4,1,,A,661,E,130,D
20203,04394174,32,5,1,,A,4,E,140,D
20203,04394174,32,6,1,,A,1699,E,150,D
20203,04394174,32,7,1,,A,16,E,160,D
20203,04394174,32,8,1,,A,212,E,190,D
20203,04394174,32,9,1,,A,135,E,210,D
20203,04394174,32,10,1,,A,419,E,220,D
20203,04394852,30,0,1,1,D,,H,,A
20203,04394852,30,1,1,,A,59,E,100,D
20203,04394852,30,2,1,,A,20,E,110,D
20203,04394852,30,3,1,,A,221,E,130,D
20203,04399082,32,0,1,3,D,,H,,A
20203,04399082,32,1,1,,A,226,E,100,D
20203,04399082,32,2,1,,A,58,E,110,D
20203,04399082,32,3,1,,A,196,E,120,D
20203,04399082,32,4,1,,A,780,E,150,D
20203,04399093,24,0,1,1,D,,H,,A
20203,04399093,24,1,1,,A,61,E,100,D
20203,04399093,24,2,1,,A,21,E,110,D
20203,04399093,24,3,1,,A,30,E,120,D
20203,04399093,24,4,1,,A,235,E,130,D
20203,04399093,24,5,1,,A,3,E,140,D
20203,04400092,49,0,1,2,D,,H,,A
20203,04400092,49,1,1,,A,42,E,100,D
20203,04400092,49,2,1,,A,18,E,110,D
20203,04403912,27,0,1,1,D,,H,,A
20203,04403912,27,1,1,,A,161,E,100,D
20203,04403912,27,2,1,,A,58,E,110,D
20203,04403912,27,3,1,,A,73,E,120,D
20203,04403912,27,4,1,,A,8,E,140,D
20203,04406462,40,0,1,2,D,,H,,A
20203,04406462,40,1,1,,A,269,E,100,D
20203,04406462,40,2,1,,A,69,E,110,D
20203,04406462,40,3,1,,A,232,E,120,D
20203,04406462,40,4,1,,A,930,E,150,D
20203,04407002,26,0,1,1,D,,H,,A
20203,04407002,26,1,1,,A,457,E,100,D
20203,04407002,26,2,1,,A,125,E,110,D
20203,04407002,26,3,1,,A,618,E,130,D
20203,04408412,25,0,1,1,D,,H,,A
20203,04408412,25,1,1,,A,314,E,100,D
20203,04408412,25,2,1,,A,86,E,110,D
20203,04410142,25,0,1,1,D,,H,,A
20203,04410142,25,1,1,,A,208,E,100,D
20203,04410142,25,2,1,,A,92,E,110,D
20203,04410262,43,0,1,3,D,,H,,A
20203,04410262,43,1,1,,A,256,E,100,D
20203,04410262,43,2,1,,A,101,E,110,D
20203,04410262,43,3,1,,A,78,E,120,D
20203,04410262,43,4,1,,A,324,E,130,D
20203,04410262,43,5,1,,A,441,E,150,D
20203,04410552,22,0,1,1,D,,H,,A
20203,04410552,22,1,1,,A,64,E,120,D
20203,04410552,22,2,1,,A,6,E,140,D
20203,04415002,7,0,1,1,D,,H,,A
20203,04415002,7,1,1,,A,669,G,100,D
20203,04415002,7,2,1,,A,298,G,110,D
20203,04415002,7,3,1,,A,595,G,120,D
20203,04415002,7,4,1,,A,2223,W,130,D
20203,04415152,63,0,1,1,D,,H,,A
20203,04415152,63,1,1,,A,7,E,210,D
20203,04415152,63,2,1,,A,23,E,220,D
20203,04418222,21,0,1,2,D,,H,,A
20203,04418222,21,1,1,,A,31,E,100,D
20203,04418222,21,2,1,,A,11,E,110,D
20203,04418222,21,3,1,,A,8,E,120,D
20203,04418222,21,4,1,,A,50,E,150,D
20203,04419694,29,0,1,1,D,,H,,A
20203,04419694,29,1,1,,A,149,E,100,D
20203,04419694,29,2,1,,A,59,E,110,D
20203,04419694,29,3,1,,A,44,E,120,D
20203,04419694,29,4,1,,A,191,E,130,D
20203,04419694,29,5,1,,A,257,E,150,D
20203,04422281,23,0,1,1,D,,H,,A
20203,04422281,23,1,1,,A,79,G,100,D
20203,04422281,23,2,1,,A,21,G,110,D
20203,04427231,24,0,1,1,D,,H,,A
20203,04427231,24,1,1,,A,48,E,100,D
20203,04427231,24,2,1,,A,22,E,110,D
20203,04428801,19,0,1,1,D,,H,,A
20203,04428801,19,1,1,,A,132,E,100,D
20203,04428801,19,2,1,,A,52,E,110,D
20203,04428801,19,3,1,,A,16,E,210,D
20203,04465201,13,0,1,1,D,,H,,A
20203,04465201,13,1,1,,A,55,E,100,D
20203,04465201,13,2,1,,A,45,E,110,D
20203,04469001,20,0,1,1,D,,H,,A
20203,04469001,20,1,1,,A,39,E,100,D
20203,04469001,20,2,1,,A,9,E,110,D
20203,04469001,20,3,1,,A,52,E,220,D
20203,04470291,15,0,1,1,D,,H,,A
20203,04470291,15,1,1,,A,51,E,100,D
20203,04470291,15,2,1,,A,41,E,110,D
20203,04470291,15,3,1,,A,26,E,120,D
20203,04470291,15,4,1,,A,4,E,140,D
20203,04470291,15,5,1,,A,58,E,150,D
20203,04470891,15,0,1,1,D,,H,,A
20203,04470891,15,1,1,,A,3,E,100,D
20203,04470891,15,2,1,,A,5,E,120,D
20203,04470891,15,3,1,,A,16,E,130,D
20203,04470891,15,4,1,,A,8,E,150,D
20203,04470891,15,5,1,,A,10,E,160,D
20203,04471361,15,0,1,1,D,,H,,A
20203,04471361,15,1,1,,A,58,E,100,D
20203,04471361,15,2,1,,A,23,E,110,D
20203,04471361,15,3,1,,A,19,E,120,D
20203,04471361,15,4,1,,A,100,E,150,D
20203,04471511,52,0,1,1,D,,H,,A
20203,04471511,52,1,1,,A,59,E,100,D
20203,04471511,52,2,1,,A,49,E,110,D
20203,04471511,52,3,1,,A,31,E,120,D
20203,04471511,52,4,1,,A,87,E,130,D
20203,04471511,52,5,1,,A,5,E,140,D
20203,04471511,52,6,1,,A,69,E,150,D
20203,04471831,33,0,1,2,D,,H,,A
20203,04471831,33,1,1,,A,616,E,100,D
20203,04471831,33,2,1,,A,215,E,110,D
20203,04471831,33,3,1,,A,283,E,120,D
20203,04471831,33,4,1,,A,2223,U,130,D
20203,04471831,33,5,1,,A,30,E,140,D
20203,04472061,28,0,1,3,D,,H,,A
20203,04472061,28,1,1,,A,140,E,130,D
20203,04472221,14,0,1,1,D,,H,,A
20203,04472221,14,1,1,,A,53,E,120,D
20203,04472221,14,2,1,,A,152,E,130,D
20203,04472221,14,3,1,,A,384,E,150,D
20203,04472221,14,4,1,,A,3,E,160,D
20203,04472221,14,5,1,,A,48,E,190,D
20203,04472671,41,0,1,1,D,,H,,A
20203,04472671,41,1,1,,A,34,E,100,D
20203,04472671,41,2,1,,A,16,E,110,D
20203,04503521,24,0,1,2,D,,H,,A
20203,04503521,24,1,1,,A,5,E,120,D
20203,04503521,24,2,1,,A,14,E,150,D
20203,04503521,24,3,1,,A,2,E,210,D
20203,04503521,24,4,1,,A,4,E,220,D
20203,04504101,21,0,1,1,D,,H,,A
20203,04504101,21,1,1,,A,6,E,100,D
20203,04504101,21,2,1,,A,7,E,120,D
20203,04504101,21,3,1,,A,12,E,150,D
20203,04504101,21,4,1,,A,15,E,160,D
20203,04505551,23,0,1,1,D,,H,,A
20203,04505551,23,1,1,,A,139,E,100,D
20203,04505551,23,2,1,,A,61,E,110,D
20203,04506461,22,0,1,1,D,,H,,A
20203,04506461,22,1,1,,A,70,E,100,D
20203,04506461,22,2,1,,A,30,E,110,D
20203,04506691,83,0,1,1,D,,H,,A
20203,04506691,83,1,1,,A,97,E,100,D
20203,04506691,83,2,1,,A,26,E,110,D
20203,04506691,83,3,1,,A,29,E,210,D
20203,04506691,83,4,1,,A,83,E,220,D
20203,04508921,32,0,1,1,D,,H,,A
20203,04508921,32,1,1,,A,97,E,100,D
20203,04508921,32,2,1,,A,26,E,110,D
20203,04508921,32,3,1,,A,46,E,120,D
20203,04508921,32,4,1,,A,138,E,130,D
20203,04508921,32,5,1,,A,339,E,150,D
20203,04508921,32,6,1,,A,3,E,160,D
20203,04508921,32,7,1,,A,42,E,190,D
20203,04508921,32,8,1,,A,27,E,210,D
20203,04508921,32,9,1,,A,82,E,220,D
20203,04509881,50,0,1,1,D,,H,,A
20203,04509881,50,1,1,,A,170,E,100,D
20203,04509881,50,2,1,,A,60,E,110,D
20203,04510561,18,0,1,5,D,,H,,A
20203,04510561,18,1,1,,A,80,G,100,D
20203,04510561,18,2,1,,A,23,G,110,D
20203,04510561,18,3,1,,A,69,G,120,D
20203,04510561,18,4,1,,A,278,G,150,D
20204,04310164,16,0,1,1,D,,H,,A
20204,04310164,16,1,1,,A,47,E,100,D
20204,04310164,16,2,1,,A,13,E,110,D
20204,04310264,19,0,1,1,D,,H,,A
20204,04310264,19,1,1,,A,700,E,130,D
20204,04310414,49,0,1,1,D,,H,,A
20204,04310414,49,1,1,,A,24,E,100,D
20204,04310414,49,2,1,,A,9,E,110,D
20204,04310414,49,3,1,,A,167,E,130,D
20204,04312254,44,0,1,8,D,,H,,A
20204,04312254,44,1,1,,A,158,E,100,D
20204,04312254,44,2,1,,A,65,E,110,D
20204,04312254,44,3,1,,A,64,E,120,D
20204,04312254,44,4,1,,A,2058,U,130,D
20204,04312254,44,5,1,,A,7,E,140,D
20204,04312254,44,6,1,,A,39,E,190,D
20204,04314924,11,0,1,2,D,,H,,A
20204,04314924,11,1,1,,A,256,E,120,D
20204,04314924,11,2,1,,A,14,E,140,D
20204,04315254,57,0,1,1,D,,H,,A
20204,04315254,57,1,1,,A,57,E,210,D
20204,04315254,57,2,1,,A,218,E,220,D
20204,04316234,41,0,1,6,D,,H,,A
20204,04316234,41,1,1,,A,62,E,100,D
20204,04316234,41,2,1,,A,24,E,110,D
20204,04316234,41,3,1,,A,24,E,120,D
20204,04316234,41,4,1,,A,434,E,130,D
20204,04316234,41,5,1,,A,2,E,140,D
20204,04316234,41,6,1,,A,14,E,190,D
20204,04319064,29,0,1,1,D,,H,,A
20204,04319064,29,1,1,,A,447,E,100,D
20204,04319064,29,2,1,,A,128,E,110,D
20204,04319214,61,0,1,1,D,,H,,A
20204,04319214,61,1,1,,A,9,E,100,D
20204,04319214,61,2,1,,A,3,E,110,D
20204,04319214,61,3,1,,A,1,E,210,D
20204,04319214,61,4,1,,A,7,E,220,D
20204,04320634,31,0,1,1,D,,H,,A
20204,04320634,31,1,1,,A,16,E,100,D
20204,04320634,31,2,1,,A,4,E,110,D
20204,04326784,30,0,1,3,D,,H,,A
20204,04326784,30,1,1,,A,965,E,100,D
20204,04326784,30,2,1,,A,633,E,110,D
20204,04326784,30,3,1,,A,491,E,120,D
20204,04326784,30,4,1,,A,117,E,140,D
20204,04326784,30,5,1,,A,1177,E,150,D
20204,04326784,30,6,1,,A,117,E,190,D
20204,04327644,53,0,1,1,D,,H,,A
20204,04327644,53,1,1,,A,377,E,100,D
20204,04327644,53,2,1,,A,158,E,110,D
20204,04327644,53,3,1,,A,154,E,120,D
20204,04327644,53,4,1,,A,18,E,140,D
20204,04327644,53,5,1,,A,93,E,190,D
20204,04330444,31,0,1,1,D,,H,,A
20204,04330444,31,1,1,,A,27,E,100,D
20204,04330444,31,2,1,,A,8,E,110,D
20204,04330444,31,3,1,,A,21,E,120,D
20204,04330444,31,4,1,,A,90,E,130,D
20204,04330444,31,5,1,,A,2,E,140,D
20204,04330444,31,6,1,,A,102,E,150,D
20204,04331304,39,0,1,2,D,,H,,A
20204,04331304,39,1,1,,A,167,E,100,D
20204,04331304,39,2,1,,A,67,E,110,D
20204,04331304,39,3,1,,A,67,E,120,D
20204,04331304,39,4,1,,A,8,E,140,D
20204,04331304,39,5,1,,A,41,E,190,D
20204,04343244,36,0,1,1,D,,H,,A
20204,04343244,36,1,1,,A,1202,E,100,D
20204,04343244,36,2,1,,A,79,E,110,D
20204,04343244,36,3,1,,A,680,E,120,D
20204,04343244,36,4,1,,A,39,E,140,D
20204,04343294,32,0,1,5,D,,H,,A
20204,04343294,32,1,1,,A,355,E,100,D
20204,04343294,32,2,1,,A,145,E,110,D
20204,04346394,41,0,1,1,D,,H,,A
20204,04346394,41,1,1,,A,56,E,100,D
20204,04346394,41,2,1,,A,23,E,110,D
20204,04346394,41,3,1,,A,26,E,120,D
20204,04346394,41,4,1,,A,410,E,130,D
20204,04346394,41,5,1,,A,2,E,140,D
20204,04346394,41,6,1,,A,13,E,190,D
20204,04346394,41,7,1,,A,14,E,210,D
20204,04346394,41,8,1,,A,56,E,220,D
20204,04378293,20,0,1,1,D,,H,,A
20204,04378293,20,1,1,,A,2,E,120,D
20204,04378293,20,2,1,,A,14,E,130,D
20204,04378293,20,3,1,,A,1,E,140,D
20204,04378293,20,4,1,,A,8,E,150,D
20204,04379363,63,0,1,3,D,,H,,A
20204,04379363,63,1,1,,A,25,E,100,D
20204,04379363,63,2,1,,A,10,E,110,D
20204,04382033,29,0,1,1,D,,H,,A
20204,04382033,29,1,1,,A,36,E,120,D
20204,04382033,29,2,1,,A,4,E,140,D
20204,04382033,29,3,1,,A,190,E,150,D
20204,04382633,31,0,1,1,D,,H,,A
20204,04382633,31,1,1,,A,13,E,210,D
20204,04382633,31,2,1,,A,7,E,220,D
20204,04382683,22,0,1,1,D,,H,,A
20204,04382683,22,1,1,,A,78,E,100,D
20204,04382683,22,2,1,,A,72,E,130,D
20204,04385004,17,0,1,1,D,,H,,A
20204,04385004,17,1,1,,A,32,E,100,D
20204,04385004,17,2,1,,A,8,E,110,D
20204,04385703,33,0,1,1,D,,H,,A
20204,04385703,33,1,1,,A,471,E,100,D
20204,04385703,33,2,1,,A,129,E,110,D
20204,04387053,65,0,1,1,D,,H,,A
20204,04387053,65,1,1,,A,91,E,100,D
20204,04387053,65,2,1,,A,59,E,110,D
20204,04389453,18,0,1,2,D,,H,,A
20204,04389453,18,1,1,,A,152,E,100,D
20204,04389453,18,2,1,,A,100,E,110,D
20204,04389453,18,3,1,,A,82,E,120,D
20204,04389453,18,4,1,,A,393,E,130,D
20204,04389453,18,5,1,,A,18,E,140,D
20204,04389453,18,6,1,,A,187,E,150,D
20204,04389453,18,7,1,,A,18,E,190,D
20204,04389563,15,0,1,1,D,,H,,A
20204,04389563,15,1,1,,A,86,E,100,D
20204,04389563,15,2,1,,A,24,E,110,D
20204,04389714,30,0,1,2,D,,H,,A
20204,04389714,30,1,1,,A,44,E,100,D
20204,04389714,30,2,1,,A,24,E,120,D
20204,04389714,30,3,1,,A,162,E,150,D
20204,04392673,38,0,1,1,D,,H,,A
20204,04392673,38,1,1,,A,96,E,100,D
20204,04392673,38,2,1,,A,62,E,110,D
20204,04392673,38,3,1,,A,86,E,210,D
20204,04392673,38,4,1,,A,31,E,220,D
20204,04393573,36,0,1,2,D,,H,,A
20204,04393573,36,1,1,,A,7,E,100,D
20204,04393573,36,2,1,,A,1,E,110,D
20204,04393573,36,3,1,,A,3,E,120,D
20204,04393573,36,4,1,,A,18,E,130,D
20204,04393573,36,5,1,,A,1,E,140,D
20204,04393573,36,6,1,,A,10,E,150,D
20204,04393993,50,0,1,1,D,,H,,A
20204,04393993,50,1,1,,A,85,E,100,D
20204,04393993,50,2,1,,A,17,E,110,D
20204,04393993,50,3,1,,A,37,E,120,D
20204,04393993,50,4,1,,A,20,E,140,D
20204,04393993,50,5,1,,A,112,E,150,D
20204,04393993,50,6,1,,A,69,E,210,D
20204,04394503,28,0,1,2,D,,H,,A
20204,04394503,28,1,1,,A,135,E,100,D
20204,04394503,28,2,1,,A,40,E,110,D
20204,04394503,28,3,1,,A,89,E,120,D
20204,04394503,28,4,1,,A,433,E,130,D
20204,04394503,28,5,1,,A,12,E,140,D
20204,04394503,28,6,1,,A,491,E,150,D
20204,04395203,34,0,1,1,D,,H,,A
20204,04395203,34,1,1,,A,88,E,100,D
20204,04395203,34,2,1,,A,26,E,110,D
20204,04395203,34,3,1,,A,59,E,120,D
20204,04395203,34,4,1,,A,292,E,130,D
20204,04395203,34,5,1,,A,8,E,140,D
20204,04395203,34,6,1,,A,327,E,150,D
20204,04397303,34,0,1,1,D,,H,,A
20204,04397303,34,1,1,,A,335,E,100,D
20204,04397303,34,2,1,,A,222,E,110,D
20204,04397303,34,3,1,,A,863,E,130,D
20204,04397423,22,0,1,1,D,,H,,A
20204,04397423,22,1,1,,A,38,E,120,D
20204,04397423,22,2,1,,A,9,E,140,D
20204,04397423,22,3,1,,A,92,E,150,D
20204,04397423,22,4,1,,A,11,E,190,D
20204,04399043,25,0,1,1,D,,H,,A
20204,04399043,25,1,1,,A,76,E,100,D
20204,04399043,25,2,1,,A,15,E,110,D
20204,04399043,25,3,1,,A,35,E,120,D
20204,04399043,25,4,1,,A,157,E,130,D
20204,04399043,25,5,1,,A,17,E,140,D
20204,04399043,25,6,1,,A,100,E,150,D
20204,04399083,29,0,1,3,D,,H,,A
20204,04399083,29,1,1,,A,604,E,120,D
20204,04399083,29,2,1,,A,36,E,140,D
20204,04399213,41,0,1,1,D,,H,,A
20204,04399213,41,1,1,,A,84,E,100,D
20204,04399213,41,2,1,,A,52,E,110,D
20204,04399213,41,3,1,,A,41,E,120,D
20204,04399213,41,4,1,,A,207,E,130,D
20204,04399213,41,5,1,,A,9,E,140,D
20204,04399213,41,6,1,,A,98,E,150,D
20204,04399213,41,7,1,,A,9,E,190,D
20204,04402093,28,0,1,1,D,,H,,A
20204,04402093,28,1,1,,A,200,E,100,D
20204,04402093,28,2,1,,A,42,E,110,D
20204,04402093,28,3,1,,A,84,E,120,D
20204,04402093,28,4,1,,A,47,E,140,D
20204,04402093,28,5,1,,A,265,E,150,D
20204,04402093,28,6,1,,A,162,E,210,D
20204,04403913,28,0,1,1,D,,H,,A
20204,04403913,28,1,1,,A,41,E,100,D
20204,04403913,28,2,1,,A,27,E,110,D
20204,04403913,28,3,1,,A,22,E,120,D
20204,04403913,28,4,1,,A,5,E,140,D
20204,04403913,28,5,1,,A,50,E,150,D
20204,04403913,28,6,1,,A,5,E,190,D
20204,04409373,23,0,1,1,D,,H,,A
20204,04409373,23,1,1,,A,355,E,100,D
20204,04409373,23,2,1,,A,145,E,110,D
20204,04410663,22,0,1,1,D,,H,,A
20204,04410663,22,1,1,,A,149,E,100,D
20204,04410663,22,2,1,,A,45,E,110,D
20204,04410663,22,3,1,,A,176,E,210,D
20204,04418223,18,0,1,1,D,,H,,A
20204,04418223,18,1,1,,A,34,E,100,D
20204,04418223,18,2,1,,A,19,E,120,D
20204,04418223,18,3,1,,A,127,E,150,D
20204,04418284,16,0,1,1,D,,H,,A
20204,04418284,16,1,1,,A,105,E,100,D
20204,04418284,16,2,1,,A,43,E,110,D
20204,04418284,16,3,1,,A,46,E,120,D
20204,04418284,16,4,1,,A,775,E,130,D
20204,04418284,16,5,1,,A,5,E,140,D
20204,04418284,16,6,1,,A,26,E,190,D
20204,04422032,21,0,1,1,D,,H,,A
20204,04422032,21,1,1,,A,126,E,210,D
20204,04422032,21,2,1,,A,74,E,220,D
20204,04423302,24,0,1,2,D,,H,,A
20204,04423302,24,1,1,,A,128,E,100,D
20204,04423302,24,2,1,,A,84,E,110,D
20204,04423302,24,3,1,,A,70,E,120,D
20204,04423302,24,4,1,,A,331,E,130,D
20204,04423302,24,5,1,,A,15,E,140,D
20204,04423302,24,6,1,,A,157,E,150,D
20204,04423302,24,7,1,,A,15,E,190,D
20204,04427532,29,0,1,1,D,,H,,A
20204,04427532,29,1,1,,A,23,E,100,D
20204,04427532,29,2,1,,A,8,E,110,D
20204,04427532,29,3,1,,A,8,E,120,D
20204,04427532,29,4,1,,A,150,E,130,D
20204,04427532,29,5,1,,A,1,E,140,D
20204,04427532,29,6,1,,A,5,E,190,D
20204,04427532,29,7,1,,A,5,E,210,D
20204,04427532,29,8,1,,A,20,E,220,D
20204,04428012,19,0,1,2,D,,H,,A
20204,04428012,19,1,1,,A,103,E,100,D
20204,04428012,19,2,1,,A,34,E,110,D
20204,04428012,19,3,1,,A,70,E,120,D
20204,04428012,19,4,1,,A,9,E,140,D
20204,04428012,19,5,1,,A,384,E,150,D
20204,04429812,39,0,1,1,D,,H,,A
20204,04429812,39,1,1,,A,129,E,100,D
20204,04429812,39,2,1,,A,71,E,120,D
20204,04429812,39,3,1,,A,119,E,130,D
20204,04429812,39,4,1,,A,481,E,150,D
20204,04464022,20,0,1,1,D,,H,,A
20204,04464022,20,1,1,,A,139,E,100,D
20204,04464022,20,2,1,,A,56,E,110,D
20204,04464022,20,3,1,,A,55,E,120,D
20204,04464022,20,4,1,,A,6,E,140,D
20204,04464022,20,5,1,,A,34,E,190,D
20204,04464052,23,0,1,1,D,,H,,A
20204,04464052,23,1,1,,A,29,E,100,D
20204,04464052,23,2,1,,A,1,E,110,D
20204,04468072,17,0,1,2,D,,H,,A
20204,04468072,17,1,1,,A,121,E,100,D
20204,04468072,17,2,1,,A,35,E,110,D
20204,04468072,17,3,1,,A,89,E,120,D
20204,04468072,17,4,1,,A,32,E,140,D
20204,04468072,17,5,1,,A,23,E,190,D
20204,04469772,19,0,1,1,D,,H,,A
20204,04469772,19,1,1,,A,47,E,100,D
20204,04469772,19,2,1,,A,9,E,110,D
20204,04469772,19,3,1,,A,21,E,120,D
20204,04469772,19,4,1,,A,11,E,140,D
20204,04469772,19,5,1,,A,62,E,150,D
20204,04472062,30,0,1,1,D,,H,,A
20204,04472062,30,1,1,,A,60,E,100,D
20204,04472062,30,2,1,,A,38,E,110,D
20204,04472062,30,3,1,,A,152,E,130,D
20204,04472412,26,0,1,1,D,,H,,A
20204,04472412,26,1,1,,A,327,E,100,D
20204,04472412,26,2,1,,A,68,E,110,D
20204,04472412,26,3,1,,A,674,E,130,D
20204,04504232,12,0,1,1,D,,H,,A
20204,04504232,12,1,1,,A,75,E,100,D
20204,04504232,12,2,1,,A,5,E,110,D
20204,04504232,12,3,1,,A,42,E,120,D
20204,04504232,12,4,1,,A,128,E,130,D
20204,04504232,12,5,1,,A,2,E,140,D
20204,04504232,12,6,1,,A,23,E,210,D
20204,04504232,12,7,1,,A,25,E,220,D
20204,04507352,26,0,1,1,D,,H,,A
20204,04507352,26,1,1,,A,92,E,100,D
20204,04507352,26,2,1,,A,26,E,110,D
20204,04507352,26,3,1,,A,59,E,120,D
20204,04507352,26,4,1,,A,288,E,130,D
20204,04507352,26,5,1,,A,8,E,140,D
20204,04507352,26,6,1,,A,327,E,150,D
20204,04508952,24,0,1,1,D,,H,,A
20204,04508952,24,1,1,,A,236,E,100,D
20204,04508952,24,2,1,,A,64,E,110,D
20204,04509652,38,0,1,2,D,,H,,A
20204,04509652,38,1,1,,A,153,E,100,D
20204,04509652,38,2,1,,A,9,E,110,D
20204,04509652,38,3,1,,A,84,E,120,D
20204,04509652,38,4,1,,A,4,E,140,D
20204,04510882,25,0,1,1,D,,H,,A
20204,04510882,25,1,1,,A,47,E,100,D
20204,04510882,25,2,1,,A,9,E,110,D
20204,04510882,25,3,1,,A,21,E,120,D
20204,04510882,25,4,1,,A,11,E,140,D
