QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20204,04510882,25,5,1,,A,62,E,150,D
20204,04544201,16,0,1,2,D,,H,,A
20204,04544201,16,1,1,,A,160,E,100,D
20204,04544201,16,2,1,,A,105,E,110,D
20204,04544201,16,3,1,,A,86,E,120,D
20204,04544201,16,4,1,,A,414,E,130,D
20204,04544201,16,5,1,,A,19,E,140,D
20204,04544201,16,6,1,,A,197,E,150,D
20204,04544201,16,7,1,,A,19,E,190,D
20204,04545181,40,0,1,1,D,,H,,A
20204,04545181,40,1,1,,A,317,E,100,D
20204,04545181,40,2,1,,A,133,E,110,D
20204,04545181,40,3,1,,A,129,E,120,D
20204,04545181,40,4,1,,A,2058,U,130,D
20204,04545181,40,5,1,,A,15,E,140,D
20204,04545181,40,6,1,,A,79,E,190,D
20204,04545721,12,0,1,1,D,,H,,A
20204,04545721,12,1,1,,A,121,E,100,D
20204,04545721,12,2,1,,A,35,E,110,D
20204,04545721,12,3,1,,A,89,E,120,D
20204,04545721,12,4,1,,A,32,E,140,D
20204,04545721,12,5,1,,A,23,E,190,D
20204,04546791,45,0,1,1,D,,H,,A
20204,04546791,45,1,1,,A,42,E,100,D
20204,04546791,45,2,1,,A,17,E,110,D
20204,04546791,45,3,1,,A,17,E,120,D
20204,04546791,45,4,1,,A,309,E,130,D
20204,04546791,45,5,1,,A,2,E,140,D
20204,04546791,45,6,1,,A,10,E,190,D
20204,04546791,45,7,1,,A,11,E,210,D
20204,04546791,45,8,1,,A,42,E,220,D
20204,04551921,42,0,1,1,D,,H,,A
20204,04551921,42,1,1,,A,236,E,100,D
20204,04551921,42,2,1,,A,96,E,110,D
20204,04551921,42,3,1,,A,96,E,120,D
20204,04551921,42,4,1,,A,14,E,140,D
20204,04551921,42,5,1,,A,58,E,190,D
20204,04552921,17,0,1,1,D,,H,,A
20204,04552921,17,1,1,,A,302,E,100,D
20204,04552921,17,2,1,,A,167,E,120,D
20204,04552921,17,3,1,,A,277,E,130,D
20204,04552921,17,4,1,,A,1129,E,150,D
20204,04552921,17,5,1,,A,125,E,210,D
20204,04554181,24,0,1,1,D,,H,,A
20204,04554181,24,1,1,,A,34,E,100,D
20204,04554181,24,2,1,,A,13,E,110,D
20204,04554181,24,3,1,,A,23,E,120,D
20204,04554181,24,4,1,,A,111,E,130,D
20204,04554181,24,5,1,,A,3,E,140,D
20204,04554181,24,6,1,,A,126,E,150,D
20204,04555521,16,0,1,1,D,,H,,A
20204,04555521,16,1,1,,A,31,E,100,D
20204,04555521,16,2,1,,A,6,E,110,D
20204,04555521,16,3,1,,A,15,E,120,D
20204,04555521,16,4,1,,A,7,E,140,D
20204,04555521,16,5,1,,A,41,E,150,D
20204,04558491,24,0,1,1,D,,H,,A
20204,04558491,24,1,1,,A,116,E,100,D
20204,04558491,24,2,1,,A,74,E,110,D
20204,04558491,24,3,1,,A,57,E,120,D
20204,04558491,24,4,1,,A,290,E,130,D
20204,04558491,24,5,1,,A,13,E,140,D
20204,04558491,24,6,1,,A,137,E,150,D
20204,04558491,24,7,1,,A,13,E,190,D
20204,04560041,17,0,1,1,D,,H,,A
20204,04560041,17,1,1,,A,117,E,100,D
20204,04560041,17,2,1,,A,33,E,110,D
20204,04560361,21,0,1,3,D,,H,,A
20204,04560361,21,1,1,,A,179,E,100,D
20204,04560361,21,2,1,,A,72,E,110,D
20204,04560361,21,3,1,,A,72,E,120,D
20204,04560361,21,4,1,,A,8,E,140,D
20204,04560361,21,5,1,,A,44,E,190,D
20204,04561321,21,0,1,1,D,,H,,A
20204,04561321,21,1,1,,A,345,E,100,D
20204,04561321,21,2,1,,A,105,E,110,D
20204,04561551,7,0,1,1,D,,H,,A
20204,04561551,7,1,1,,A,22,E,100,D
20204,04561551,7,2,1,,A,5,E,110,D
20204,04561551,7,3,1,,A,13,E,120,D
20204,04561551,7,4,1,,A,5,E,140,D
20204,04561551,7,5,1,,A,3,E,190,D
20204,04562561,48,0,1,1,D,,H,,A
20204,04562561,48,1,1,,A,77,E,100,D
20204,04562561,48,2,1,,A,30,E,110,D
20204,04562561,48,3,1,,A,19,E,210,D
20204,04562561,48,4,1,,A,74,E,220,D
20204,04563041,22,0,1,1,D,,H,,A
20204,04563041,22,1,1,,A,14,E,210,D
20204,04563041,22,2,1,,A,7,E,220,D
20204,04566371,18,0,1,1,D,,H,,A
20204,04566371,18,1,1,,A,14,E,100,D
20204,04566371,18,2,1,,A,3,E,110,D
20204,04566371,18,3,1,,A,8,E,120,D
20204,04566371,18,4,1,,A,3,E,140,D
20204,04566371,18,5,1,,A,2,E,190,D
20204,04567481,16,0,1,1,D,,H,,A
20204,04567481,16,1,1,,A,975,E,100,D
20204,04567481,16,2,1,,A,281,E,110,D
20204,04567481,16,3,1,,A,699,E,120,D
20204,04567481,16,4,1,,A,258,E,140,D
20204,04567481,16,5,1,,A,187,E,190,D
20204,04567671,19,0,1,1,D,,H,,A
20204,04567671,19,1,1,,A,60,E,100,D
20204,04567671,19,2,1,,A,35,E,120,D
20204,04567671,19,3,1,,A,225,E,150,D
20204,04568141,15,0,1,3,D,,H,,A
20204,04568141,15,1,1,,A,32,E,100,D
20204,04568141,15,2,1,,A,9,E,110,D
20204,04568141,15,3,1,,A,25,E,120,D
20204,04568141,15,4,1,,A,8,E,140,D
20204,04568141,15,5,1,,A,6,E,190,D
20204,04571721,91,0,1,2,D,,H,,A
20204,04571721,91,1,1,,A,94,E,100,D
20204,04571721,91,2,1,,A,41,E,110,D
20204,04571721,91,3,1,,A,38,E,120,D
20204,04571721,91,4,1,,A,4,E,140,D
20204,04571721,91,5,1,,A,23,E,190,D
20204,04573161,9,0,1,1,D,,H,,A
20204,04573161,9,1,1,,A,79,E,100,D
20204,04573161,9,2,1,,A,21,E,110,D
20204,04573191,25,0,1,1,D,,H,,A
20204,04573191,25,1,1,,A,287,E,100,D
20204,04573191,25,2,1,,A,82,E,110,D
20204,04573191,25,3,1,,A,202,E,120,D
20204,04573191,25,4,1,,A,75,E,140,D
20204,04573191,25,5,1,,A,54,E,190,D
20204,04573971,16,0,1,1,D,,H,,A
20204,04573971,16,1,1,,A,161,E,100,D
20204,04573971,16,2,1,,A,89,E,120,D
20204,04573971,16,3,1,,A,149,E,130,D
20204,04573971,16,4,1,,A,601,E,150,D
20204,04574861,11,0,1,3,D,,H,,A
20204,04574861,11,1,1,,A,151,E,100,D
20204,04574861,11,2,1,,A,60,E,110,D
20204,04574861,11,3,1,,A,60,E,120,D
20204,04574861,11,4,1,,A,2058,U,130,D
20204,04574861,11,5,1,,A,7,E,140,D
20204,04574861,11,6,1,,A,36,E,190,D
20204,04574911,27,0,1,1,D,,H,,A
20204,04574911,27,1,1,,A,730,E,100,D
20204,04574911,27,2,1,,A,300,E,110,D
20204,04574911,27,3,1,,A,300,E,120,D
20204,04574911,27,4,1,,A,2058,U,130,D
20204,04574911,27,5,1,,A,36,E,140,D
20204,04574911,27,6,1,,A,181,E,190,D
20204,04578211,17,0,1,1,D,,H,,A
20204,04578211,17,1,1,,A,118,E,100,D
20204,04578211,17,2,1,,A,32,E,110,D
20204,04578371,34,0,1,4,D,,H,,A
20204,04578371,34,1,1,,A,1126,E,100,D
20204,04578371,34,2,1,,A,74,E,110,D
20204,04578871,27,0,1,2,D,,H,,A
20204,04578871,27,1,1,,A,118,E,100,D
20204,04578871,27,2,1,,A,50,E,110,D
20204,04578871,27,3,1,,A,48,E,120,D
20204,04578871,27,4,1,,A,5,E,140,D
20204,04578871,27,5,1,,A,29,E,190,D
20211,04378874,46,0,1,1,D,,H,,A
20211,04378874,46,1,1,,A,2,E,120,D
20211,04378874,46,2,1,,A,44,E,150,D
20211,04378874,46,3,1,,A,4,E,190,D
20211,04379644,53,0,1,1,D,,H,,A
20211,04379644,53,1,1,,A,240,E,100,D
20211,04379644,53,2,1,,A,62,E,110,D
20211,04379644,53,3,1,,A,259,E,120,D
20211,04379644,53,4,1,,A,38,E,140,D
20211,04379644,53,5,1,,A,114,E,190,D
20211,04379644,53,6,1,,A,47,E,210,D
20211,04382684,23,0,1,1,D,,H,,A
20211,04382684,23,1,1,,A,3,E,120,D
20211,04382684,23,2,1,,A,32,E,150,D
20211,04384114,27,0,1,1,D,,H,,A
20211,04384114,27,1,1,,A,170,E,100,D
20211,04384114,27,2,1,,A,130,E,110,D
20211,04384854,42,0,1,1,D,,H,,A
20211,04384854,42,1,1,,A,266,E,100,D
20211,04384854,42,2,1,,A,71,E,110,D
20211,04384854,42,3,1,,A,133,E,120,D
20211,04384854,42,4,1,,A,5,E,140,D
20211,04384854,42,5,1,,A,749,E,150,D
20211,04384854,42,6,1,,A,276,E,190,D
20211,04388854,31,0,1,1,D,,H,,A
20211,04388854,31,1,1,,A,266,E,100,D
20211,04388854,31,2,1,,A,70,E,110,D
20211,04388854,31,3,1,,A,294,E,120,D
20211,04388854,31,4,1,,A,42,E,140,D
20211,04388854,31,5,1,,A,128,E,190,D
20211,04392414,54,0,1,1,D,,H,,A
20211,04392414,54,1,1,,A,245,E,100,D
20211,04392414,54,2,1,,A,62,E,110,D
20211,04392414,54,3,1,,A,123,E,120,D
20211,04392414,54,4,1,,A,622,E,130,D
20211,04392414,54,5,1,,A,4,E,140,D
20211,04392414,54,6,1,,A,690,E,150,D
20211,04392414,54,7,1,,A,254,E,190,D
20211,04394094,19,0,1,1,D,,H,,A
20211,04394094,19,1,1,,A,73,G,100,D
20211,04394094,19,2,1,,A,18,G,110,D
20211,04394094,19,3,1,,A,37,G,120,D
20211,04394094,19,4,1,,A,185,G,130,D
20211,04394094,19,5,1,,A,1,G,140,D
20211,04394094,19,6,1,,A,210,G,150,D
20211,04394094,19,7,1,,A,76,G,190,D
20211,04394924,17,0,1,1,D,,H,,A
20211,04394924,17,1,1,,A,428,E,100,D
20211,04394924,17,2,1,,A,114,E,110,D
20211,04394924,17,3,1,,A,215,E,120,D
20211,04394924,17,4,1,,A,2058,U,130,D
20211,04394924,17,5,1,,A,8,E,140,D
20211,04394924,17,6,1,,A,1205,E,150,D
20211,04394924,17,7,1,,A,443,E,190,D
20211,04394924,17,8,1,,A,19,E,210,D
20211,04394924,17,9,1,,A,339,E,220,D
20211,04400094,48,0,1,3,D,,H,,A
20211,04400094,48,1,1,,A,177,E,100,D
20211,04400094,48,2,1,,A,49,E,110,D
20211,04400094,48,3,1,,A,193,E,120,D
20211,04400094,48,4,1,,A,218,E,130,D
20211,04400094,48,5,1,,A,28,E,140,D
20211,04400094,48,6,1,,A,85,E,190,D
20211,04402394,48,0,1,1,D,,H,,A
20211,04402394,48,1,1,,A,159,E,100,D
20211,04402394,48,2,1,,A,41,E,110,D
20211,04403914,27,0,1,2,D,,H,,A
20211,04403914,27,1,1,,A,16,E,100,D
20211,04403914,27,2,1,,A,15,E,110,D
20211,04403914,27,3,1,,A,15,E,120,D
20211,04403914,27,4,1,,A,2,E,140,D
20211,04403914,27,5,1,,A,256,E,150,D
20211,04403914,27,6,1,,A,1,E,160,D
20211,04403914,27,7,1,,A,15,E,190,D
20211,04407334,37,0,1,2,D,,H,,A
20211,04407334,37,1,1,,A,172,E,100,D
20211,04407334,37,2,1,,A,128,E,110,D
20211,04408974,33,0,1,10,D,,H,,A
20211,04408974,33,1,1,,A,129,E,100,D
20211,04408974,33,2,1,,A,97,E,110,D
20211,04408974,33,3,1,,A,117,E,120,D
20211,04408974,33,4,1,,A,19,E,140,D
20211,04408974,33,5,1,,A,1979,E,150,D
20211,04408974,33,6,1,,A,9,E,160,D
20211,04408974,33,7,1,,A,120,E,190,D
20211,04408974,33,8,1,,A,30,E,210,D
20211,04418224,19,0,1,1,D,,H,,A
20211,04418224,19,1,1,,A,115,E,100,D
20211,04418224,19,2,1,,A,69,E,110,D
20211,04418224,19,3,1,,A,66,E,120,D
20211,04418224,19,4,1,,A,269,E,130,D
20211,04418224,19,5,1,,A,11,E,140,D
20211,04418224,19,6,1,,A,345,E,150,D
20211,04418224,19,7,1,,A,26,E,160,D
20211,04418224,19,8,1,,A,59,E,190,D
20211,04418784,12,0,1,1,D,,H,,A
20211,04418784,12,1,1,,A,10,E,100,D
20211,04418784,12,2,1,,A,19,E,120,D
20211,04418784,12,3,1,,A,58,E,130,D
20211,04418784,12,4,1,,A,208,E,150,D
20211,04418784,12,5,1,,A,5,E,190,D
20211,04418834,57,0,1,1,D,,H,,A
20211,04418834,57,1,1,,A,76,E,100,D
20211,04418834,57,2,1,,A,18,E,110,D
20211,04418834,57,3,1,,A,37,E,120,D
20211,04418834,57,4,1,,A,185,E,130,D
20211,04418834,57,5,1,,A,1,E,140,D
20211,04418834,57,6,1,,A,207,E,150,D
20211,04418834,57,7,1,,A,76,E,190,D
20211,04418904,21,0,1,1,D,,H,,A
20211,04418904,21,1,1,,A,337,E,100,D
20211,04418904,21,2,1,,A,198,E,110,D
20211,04418904,21,3,1,,A,178,E,120,D
20211,04418904,21,4,1,,A,32,E,140,D
20211,04418904,21,5,1,,A,993,E,150,D
20211,04418904,21,6,1,,A,75,E,160,D
20211,04418904,21,7,1,,A,169,E,190,D
20211,04418904,21,8,1,,A,18,E,210,D
20211,04421573,47,0,1,1,D,,H,,A
20211,04421573,47,1,1,,A,122,E,100,D
20211,04421573,47,2,1,,A,70,E,110,D
20211,04421573,47,3,1,,A,62,E,120,D
20211,04421573,47,4,1,,A,11,E,140,D
20211,04421573,47,5,1,,A,350,E,150,D
20211,04421573,47,6,1,,A,26,E,160,D
20211,04421573,47,7,1,,A,59,E,190,D
20211,04423453,26,0,1,1,D,,H,,A
20211,04423453,26,1,1,,A,342,E,100,D
20211,04423453,26,2,1,,A,90,E,110,D
20211,04423453,26,3,1,,A,68,E,210,D
20211,04423993,15,0,1,1,D,,H,,A
20211,04423993,15,1,1,,A,17,E,100,D
20211,04423993,15,2,1,,A,13,E,110,D
20211,04428013,27,0,1,1,D,,H,,A
20211,04428013,27,1,1,,A,19,E,100,D
20211,04428013,27,2,1,,A,14,E,110,D
20211,04428013,27,3,1,,A,17,E,120,D
20211,04428013,27,4,1,,A,2,E,140,D
20211,04428013,27,5,1,,A,304,E,150,D
20211,04428013,27,6,1,,A,1,E,160,D
20211,04428013,27,7,1,,A,18,E,190,D
20211,04430613,15,0,1,1,D,,H,,A
20211,04430613,15,1,1,,A,226,E,100,D
20211,04430613,15,2,1,,A,174,E,110,D
20211,04462383,55,0,1,1,D,,H,,A
20211,04462383,55,1,1,,A,64,E,100,D
20211,04462383,55,2,1,,A,16,E,110,D
20211,04503963,16,0,1,1,D,,H,,A
20211,04503963,16,1,1,,A,31,E,120,D
20211,04503963,16,2,1,,A,753,E,150,D
20211,04503963,16,3,1,,A,16,E,160,D
20211,04506913,56,0,1,1,D,,H,,A
20211,04506913,56,1,1,,A,40,E,100,D
20211,04506913,56,2,1,,A,10,E,110,D
20211,04508263,45,0,1,1,D,,H,,A
20211,04508263,45,1,1,,A,2,E,120,D
20211,04508263,45,2,1,,A,27,E,150,D
20211,04508263,45,3,1,,A,1,E,190,D
20211,04509893,13,0,1,1,D,,H,,A
20211,04509893,13,1,1,,A,5,E,100,D
20211,04512203,35,0,1,1,D,,H,,A
20211,04512203,35,1,1,,A,11,E,100,D
20211,04512203,35,2,1,,A,2,E,110,D
20211,04512203,35,3,1,,A,3,E,120,D
20211,04512203,35,4,1,,A,83,E,150,D
20211,04512203,35,5,1,,A,1,E,160,D
20211,04545402,38,0,1,1,D,,H,,A
20211,04545402,38,1,1,,A,2,G,110,D
20211,04545402,38,2,1,,A,1,G,130,D
20211,04545402,38,3,1,,A,4,G,150,D
20211,04549082,8,0,1,1,D,,H,,A
20211,04549082,8,1,1,,A,12,E,100,D
20211,04549082,8,2,1,,A,13,E,110,D
20211,04549082,8,3,1,,A,11,E,120,D
20211,04549082,8,4,1,,A,13,E,130,D
20211,04549082,8,5,1,,A,1,E,140,D
20211,04549082,8,6,1,,A,189,E,150,D
20211,04549082,8,7,1,,A,11,E,190,D
20211,04551252,42,0,1,1,D,,H,,A
20211,04551252,42,1,1,,A,62,E,100,D
20211,04551252,42,2,1,,A,15,E,110,D
20211,04551252,42,3,1,,A,31,E,120,D
20211,04551252,42,4,1,,A,1,E,140,D
20211,04551252,42,5,1,,A,177,E,150,D
20211,04551252,42,6,1,,A,64,E,190,D
20211,04555852,24,0,1,2,D,,H,,A
20211,04555852,24,1,1,,A,79,E,100,D
20211,04555852,24,2,1,,A,21,E,110,D
20211,04557882,46,0,1,1,D,,H,,A
20211,04557882,46,1,1,,A,10,E,100,D
20211,04557882,46,2,1,,A,4,E,110,D
20211,04557882,46,3,1,,A,5,E,120,D
20211,04557882,46,4,1,,A,96,E,150,D
20211,04557882,46,5,1,,A,5,E,190,D
20211,04558492,25,0,1,3,D,,H,,A
20211,04558492,25,1,1,,A,201,E,100,D
20211,04558492,25,2,1,,A,53,E,110,D
20211,04558492,25,3,1,,A,218,E,120,D
20211,04558492,25,4,1,,A,32,E,140,D
20211,04558492,25,5,1,,A,96,E,190,D
20211,04565592,14,0,1,1,D,,H,,A
20211,04565592,14,1,1,,A,3,E,120,D
20211,04565592,14,2,1,,A,40,E,150,D
20211,04565734,32,0,1,1,D,,H,,A
20211,04565734,32,1,1,,A,71,E,100,D
20211,04565734,32,2,1,,A,39,E,110,D
20211,04565734,32,3,1,,A,35,E,120,D
20211,04565734,32,4,1,,A,6,E,140,D
20211,04565734,32,5,1,,A,198,E,150,D
20211,04565734,32,6,1,,A,15,E,160,D
20211,04565734,32,7,1,,A,33,E,190,D
20211,04565734,32,8,1,,A,3,E,210,D
20211,04566992,47,0,1,1,D,,H,,A
20211,04566992,47,1,1,,A,925,E,100,D
20211,04566992,47,2,1,,A,235,E,110,D
20211,04566992,47,3,1,,A,462,E,120,D
20211,04566992,47,4,1,,A,2058,U,130,D
20211,04566992,47,5,1,,A,17,E,140,D
20211,04566992,47,6,1,,A,2589,E,150,D
20211,04566992,47,7,1,,A,953,E,190,D
20211,04569622,15,0,1,1,D,,H,,A
20211,04569622,15,1,1,,A,869,G,100,D
20211,04569622,15,2,1,,A,230,G,110,D
20211,04569622,15,3,1,,A,949,G,120,D
20211,04569622,15,4,1,,A,2058,W,130,D
20211,04569622,15,5,1,,A,139,G,140,D
20211,04569622,15,6,1,,A,417,G,190,D
20211,04569622,15,7,1,,A,174,G,210,D
20211,04572072,61,0,1,1,D,,H,,A
20211,04572072,61,1,1,,A,334,E,100,D
20211,04572072,61,2,1,,A,87,E,110,D
20211,04572072,61,3,1,,A,15,E,210,D
20211,04572072,61,4,1,,A,264,E,220,D
20211,04574862,13,0,1,4,D,,H,,A
20211,04574862,13,1,1,,A,1155,E,100,D
20211,04574862,13,2,1,,A,295,E,110,D
20211,04574912,33,0,1,1,D,,H,,A
20211,04574912,33,1,1,,A,98,E,100,D
20211,04574912,33,2,1,,A,24,E,110,D
20211,04574912,33,3,1,,A,48,E,120,D
20211,04574912,33,4,1,,A,241,E,130,D
20211,04574912,33,5,1,,A,1,E,140,D
20211,04574912,33,6,1,,A,269,E,150,D
20211,04574912,33,7,1,,A,99,E,190,D
20211,04578502,22,0,1,2,D,,H,,A
20211,04578502,22,1,1,,A,12,E,100,D
20211,04578502,22,2,1,,A,8,E,110,D
20211,04610031,33,0,1,1,D,,H,,A
20211,04610031,33,1,1,,A,57,E,100,D
20211,04610031,33,2,1,,A,43,E,110,D
20211,04610401,11,0,1,1,D,,H,,A
20211,04610401,11,1,1,,A,4,E,210,D
20211,04610401,11,2,1,,A,36,E,220,D
20211,04612631,25,0,1,2,D,,H,,A
20211,04612631,25,1,1,,A,198,E,100,D
20211,04612631,25,2,1,,A,49,E,110,D
20211,04612631,25,3,1,,A,97,E,120,D
20211,04612631,25,4,1,,A,488,E,130,D
20211,04612631,25,5,1,,A,3,E,140,D
20211,04612631,25,6,1,,A,545,E,150,D
20211,04612631,25,7,1,,A,200,E,190,D
20211,04613221,11,0,1,1,D,,H,,A
20211,04613221,11,1,1,,A,155,E,120,D
20211,04613221,11,2,1,,A,1801,E,150,D
20211,04613221,11,3,1,,A,44,E,190,D
20211,04615701,30,0,1,1,D,,H,,A
20211,04615701,30,1,1,,A,68,E,100,D
20211,04615701,30,2,1,,A,52,E,110,D
20211,04616821,19,0,1,1,D,,H,,A
20211,04616821,19,1,1,,A,31,E,100,D
20211,04616821,19,2,1,,A,23,E,110,D
20211,04616821,19,3,1,,A,28,E,120,D
20211,04616821,19,4,1,,A,7,E,140,D
20211,04616821,19,5,1,,A,480,E,150,D
20211,04616821,19,6,1,,A,2,E,160,D
20211,04616821,19,7,1,,A,29,E,190,D
20211,04620961,8,0,1,1,D,,H,,A
20211,04620961,8,1,1,,A,170,E,100,D
20211,04620961,8,2,1,,A,130,E,110,D
20211,04652281,13,0,1,1,D,,H,,A
20211,04652281,13,1,1,,A,44,E,100,D
20211,04652281,13,2,1,,A,37,E,110,D
20211,04652281,13,3,1,,A,40,E,120,D
20211,04652281,13,4,1,,A,49,E,130,D
20211,04652281,13,5,1,,A,6,E,140,D
20211,04652281,13,6,1,,A,680,E,150,D
20211,04652281,13,7,1,,A,3,E,160,D
20211,04652281,13,8,1,,A,41,E,190,D
20211,04656841,29,0,1,1,D,,H,,A
20211,04656841,29,1,1,,A,71,E,100,D
20211,04656841,29,2,1,,A,18,E,110,D
20211,04656841,29,3,1,,A,35,E,120,D
20211,04656841,29,4,1,,A,1,E,140,D
20211,04656841,29,5,1,,A,202,E,150,D
20211,04656841,29,6,1,,A,73,E,190,D
20211,04656861,28,0,1,1,D,,H,,A
20211,04656861,28,1,1,,A,267,E,100,D
20211,04656861,28,2,1,,A,70,E,110,D
20211,04656861,28,3,1,,A,53,E,210,D
20211,04657811,29,0,1,3,D,,H,,A
20211,04657811,29,1,1,,A,395,E,100,D
20211,04657811,29,2,1,,A,105,E,110,D
20211,04659211,32,0,1,1,D,,H,,A
20211,04659211,32,1,1,,A,120,E,100,D
20211,04659211,32,2,1,,A,30,E,110,D
20211,04659211,32,3,1,,A,60,E,120,D
20211,04659211,32,4,1,,A,2,E,140,D
20211,04659211,32,5,1,,A,339,E,150,D
20211,04659211,32,6,1,,A,124,E,190,D
20211,04661981,23,0,1,1,D,,H,,A
20211,04661981,23,1,1,,A,118,E,100,D
20211,04661981,23,2,1,,A,34,E,110,D
20211,04661981,23,3,1,,A,129,E,120,D
20211,04661981,23,4,1,,A,145,E,130,D
20211,04661981,23,5,1,,A,18,E,140,D
20211,04661981,23,6,1,,A,56,E,190,D
20211,04662061,10,0,1,1,D,,H,,A
20211,04662061,10,1,1,,A,4,E,100,D
20211,04662061,10,2,1,,A,1,E,130,D
20211,04662061,10,3,1,,A,2,E,150,D
20211,04662094,50,0,1,1,D,,H,,A
20211,04662094,50,1,1,,A,35,E,100,D
20211,04662094,50,2,1,,A,9,E,110,D
20211,04662094,50,3,1,,A,21,E,120,D
20211,04662094,50,4,1,,A,99,E,150,D
20211,04662094,50,5,1,,A,36,E,190,D
20211,04679001,43,0,1,1,D,,H,,A
20211,04679001,43,1,1,,A,28,E,100,D
20211,04679001,43,2,1,,A,6,E,110,D
20211,04679001,43,3,1,,A,66,E,130,D
20211,04679251,9,0,1,1,D,,H,,A
20211,04679251,9,1,1,,A,127,E,100,D
20211,04679251,9,2,1,,A,93,E,110,D
20211,04679251,9,3,1,,A,112,E,120,D
20211,04679251,9,4,1,,A,136,E,130,D
20211,04679251,9,5,1,,A,18,E,140,D
20211,04679251,9,6,1,,A,1891,E,150,D
20211,04679251,9,7,1,,A,9,E,160,D
20211,04679251,9,8,1,,A,114,E,190,D
20211,04683081,16,0,1,1,D,,H,,A
20211,04683081,16,1,1,,A,9,E,100,D
20211,04683081,16,2,1,,A,7,E,110,D
20211,04683081,16,3,1,,A,8,E,120,D
20211,04683081,16,4,1,,A,15,E,130,D
20211,04683081,16,5,1,,A,1,E,140,D
20211,04683081,16,6,1,,A,151,E,150,D
20211,04683081,16,7,1,,A,9,E,190,D
20211,04684211,52,0,1,1,D,,H,,A
20211,04684211,52,1,1,,A,23,E,100,D
20211,04684211,52,2,1,,A,7,E,110,D
20211,04684531,7,0,1,1,D,,H,,A
20211,04684531,7,1,1,,A,49,E,120,D
20211,04684531,7,2,1,,A,11,E,140,D
20211,04684531,7,3,1,,A,274,E,150,D
20211,04684531,7,4,1,,A,20,E,160,D
20211,04684531,7,5,1,,A,46,E,190,D
